,x,y,z
rec.sport.baseball,8.133174,0.31663918,-6.332221
rec.sport.baseball,11.981183,-3.4179099,-4.7475753
rec.autos,3.9279954,-5.91406,1.9277422
comp.graphics,-4.734313,9.922209,10.89196
talk.politics.mideast,2.6707716,10.776798,-2.832575
talk.politics.mideast,4.16054,17.79651,-0.60327935
rec.autos,-3.3043725,-4.0893445,-4.804027
comp.graphics,-9.14109,-6.7268515,1.6215652
comp.graphics,-11.264176,-2.592086,-2.4651854
talk.politics.mideast,-12.636268,21.221218,-4.8057795
comp.graphics,-13.925433,-4.67142,1.7726146
rec.sport.baseball,7.6113653,3.1560726,-7.848662
rec.autos,1.4296165,-3.9903696,-2.1422215
rec.autos,8.061768,-13.102364,3.9932756
rec.autos,-10.801809,-0.890682,3.2981482
rec.autos,-9.212852,3.6161404,3.4934475
sci.med,8.319867,3.9769473,8.226766
rec.autos,-4.016303,-2.4199488,12.257481
sci.med,3.4882832,-9.9601755,8.782174
rec.autos,-3.8171391,-3.811794,6.025327
rec.sport.baseball,9.445271,-15.147596,-1.3642778
sci.med,6.3009024,1.2250872,2.9822545
rec.autos,2.8058045,-14.581922,-4.421735
sci.med,-8.919683,-3.301839,-3.8268216
comp.graphics,-12.144841,-0.21678884,-1.5919759
comp.graphics,3.4632185,-19.799961,5.9714847
talk.politics.mideast,-6.179316,7.645328,0.46420333
sci.med,3.1973453,-1.1313479,11.000346
rec.sport.baseball,13.166631,-5.1486387,-5.3881497
comp.graphics,-2.344023,-19.284607,5.810954
talk.politics.mideast,5.7896976,15.105013,-3.1357336
rec.autos,-2.9308367,-7.6105237,0.17201337
comp.graphics,-14.441829,-1.9532849,-1.2346481
comp.graphics,4.7857237,-15.210744,2.3409252
sci.med,-6.973376,7.1547666,4.737621
rec.sport.baseball,-8.144259,3.1123886,-3.8297985
rec.sport.baseball,-12.063929,14.570422,-4.2353334
rec.sport.baseball,-7.122979,18.797876,-3.4808586
rec.sport.baseball,13.036429,0.22495449,-8.404657
rec.sport.baseball,-12.533653,6.793088,-3.7386034
talk.politics.mideast,-3.64233,17.14516,0.50973135
rec.autos,-5.013119,-8.5718775,-3.707363
rec.autos,1.6407893,-4.644681,5.1037498
talk.politics.mideast,8.623392,6.649805,-0.71658534
talk.politics.mideast,1.8309774,9.403138,3.246485
comp.graphics,1.5697793,-19.660704,6.984247
rec.autos,2.2623951,-7.5788016,-4.817004
comp.graphics,-7.205368,19.174625,-0.80854964
sci.med,-1.3618855,0.12763637,10.9855995
comp.graphics,-3.8069394,-16.134167,2.2288165
comp.graphics,-3.6384583,-14.68416,5.3264546
rec.sport.baseball,11.7460785,-10.090511,-1.813576
rec.autos,-2.6761448,-3.4787304,-6.3991866
comp.graphics,-10.535442,15.031539,1.3909134
rec.sport.baseball,2.3393548,6.122218,-6.885648
sci.med,2.3833125,3.953401,7.367366
rec.autos,2.3185132,-4.9382515,-1.1457539
rec.sport.baseball,-8.956094,5.6909127,-5.684426
comp.graphics,-0.62592894,-18.6142,-0.52297616
talk.politics.mideast,7.517567,15.480525,-4.1705375
sci.med,-12.231425,20.959433,-5.983963
rec.sport.baseball,5.0124583,4.154781,-11.409907
rec.autos,-7.1861,-3.552975,-6.340884
rec.autos,-9.058644,7.605434,0.2954922
rec.autos,-6.1443205,4.3019795,2.811844
talk.politics.mideast,-1.457353,14.413786,-8.423658
rec.sport.baseball,3.440661,4.8997636,-7.2195516
rec.autos,-11.0334015,-0.9974949,2.3535047
sci.med,-9.65109,18.52832,-1.4148105
comp.graphics,-0.31100684,-18.397886,7.3583274
rec.sport.baseball,-8.986539,14.652705,0.35291544
comp.graphics,3.3675668,-11.31582,9.988169
rec.sport.baseball,4.1002088,-1.9685479,-13.359108
talk.politics.mideast,4.264616,16.494905,-5.768011
sci.med,8.090751,5.9103227,11.499558
rec.autos,-2.974822,-8.757143,2.5798712
rec.autos,-7.127618,-9.788467,-10.51816
rec.autos,-10.065398,0.4409173,1.5780174
sci.med,-9.929016,-2.3162048,-8.028698
sci.med,2.6417437,3.723927,7.561229
rec.autos,-5.8608356,2.7323468,-0.05956085
talk.politics.mideast,-0.020976745,10.063559,-7.621919
talk.politics.mideast,5.254306,15.908901,-3.787675
comp.graphics,3.7519653,-16.16601,-1.4652804
sci.med,-1.9575759,6.593823,9.416138
sci.med,7.4923477,-9.912937,1.9715852
talk.politics.mideast,-3.8425267,5.974287,-1.4151978
talk.politics.mideast,-2.0799701,9.86737,-2.074872
sci.med,0.6034114,7.9429917,6.545088
sci.med,-9.227645,18.90354,-0.9389066
rec.autos,-2.9150498,-7.1527357,-2.6941607
rec.autos,0.46387106,-5.7138276,-2.041828
talk.politics.mideast,-4.794053,8.875223,-5.2380333
comp.graphics,-3.2328057,-11.181499,5.2052026
talk.politics.mideast,3.765392,8.621206,0.25164324
talk.politics.mideast,-3.688008,6.1668916,-2.2774496
talk.politics.mideast,3.1955953,15.658453,-4.531232
talk.politics.mideast,4.5769644,10.014668,1.3147854
rec.autos,-3.2446246,-5.6962085,-5.1056995
talk.politics.mideast,4.6731787,12.631268,0.07868998
rec.autos,-3.552836,-4.3553147,-2.5251582
talk.politics.mideast,-12.736688,21.625772,-3.0965917
rec.sport.baseball,-8.730434,5.805872,-5.695332
rec.autos,3.0952237,-7.0902777,2.3815234
talk.politics.mideast,3.228094,16.666534,-2.8778908
rec.sport.baseball,8.860623,-2.3926618,-14.2424
talk.politics.mideast,3.3997943,-14.494331,5.900638
talk.politics.mideast,0.2994437,10.597459,-11.650993
sci.med,1.0470958,-6.812565,9.719196
rec.sport.baseball,10.819807,-1.3602253,-6.5289917
rec.sport.baseball,4.902136,-0.17798543,-8.790468
sci.med,5.9876857,1.0928111,0.27731457
rec.autos,-2.096093,-8.137031,-0.30481726
rec.autos,-13.236804,6.9917846,-2.2735198
rec.sport.baseball,12.684644,1.9323851,-6.735454
rec.sport.baseball,5.864898,0.8572465,-9.426536
sci.med,-2.5848544,4.6937256,5.1171455
rec.autos,3.629931,-6.308276,-1.8803047
talk.politics.mideast,-3.6925998,12.6822405,-4.454153
rec.sport.baseball,4.636528,-0.5879811,-13.081363
talk.politics.mideast,2.544502,10.974974,-2.5354824
sci.med,-10.892341,16.873308,-3.862968
rec.autos,-10.219574,-0.6966679,0.31487516
comp.graphics,-8.879677,20.335947,-1.3855066
rec.autos,-5.178266,-4.2928843,11.755054
comp.graphics,-9.608509,-7.9401493,5.06856
rec.autos,-2.5705798,7.105122,-8.829414
sci.med,7.814748,3.7316759,8.522147
sci.med,3.772132,-1.4646351,6.380294
rec.autos,0.425904,2.7698872,-0.12712374
rec.sport.baseball,1.7058729,5.682898,-6.2600303
comp.graphics,-9.738564,-8.621236,0.2307986
rec.autos,4.917472,-6.211257,-0.031988125
talk.politics.mideast,4.477316,16.43509,-5.9908934
comp.graphics,-7.947058,14.2653055,3.65258
talk.politics.mideast,-14.343482,11.508644,-0.55235124
rec.autos,-4.4972734,8.006772,-10.591425
talk.politics.mideast,3.1844037,12.882466,-5.8419676
rec.autos,4.7102847,-9.813465,-5.0518565
rec.autos,5.242576,-12.7463875,-3.298795
rec.sport.baseball,1.2647787,5.248298,-10.854064
comp.graphics,-4.521386,-18.943142,5.5849
talk.politics.mideast,3.6883066,8.713954,0.3949944
sci.med,10.139397,-2.481332,11.057835
sci.med,6.584364,1.339236,9.623413
sci.med,-2.7871094,3.9481266,6.176127
comp.graphics,-3.4591641,-9.589729,-0.22282876
rec.autos,2.3862572,-7.9016123,5.8051176
rec.autos,2.293374,-5.445041,2.3454463
talk.politics.mideast,0.4722573,15.851107,-4.757458
comp.graphics,-4.738825,-17.965563,4.7957296
rec.sport.baseball,-2.5731905,2.8682268,-15.0832815
rec.autos,-14.129493,7.767502,-3.3807945
sci.med,1.863309,-0.3158072,16.647718
rec.autos,5.813119,-7.332868,-2.5734198
rec.autos,3.4618375,-9.864006,-2.660444
comp.graphics,1.8465201,-14.8236475,0.269716
sci.med,-0.478935,0.5442287,11.195412
rec.autos,-2.5395634,-4.383179,1.7782879
rec.autos,-4.1977067,-4.0192904,10.239021
talk.politics.mideast,2.2990718,12.3941345,0.7965662
comp.graphics,-3.883126,-15.8420315,5.54641
rec.sport.baseball,-7.336662,1.175602,-5.792104
rec.autos,-4.106166,-2.2224493,12.333828
talk.politics.mideast,9.141137,15.830153,4.2560053
comp.graphics,-10.298237,13.598163,2.6975663
rec.autos,-5.984876,1.9125241,2.4255638
comp.graphics,-12.380524,-5.3178663,-3.4904346
rec.autos,6.4150534,-10.506684,2.350682
rec.sport.baseball,-14.874639,8.931779,-1.0598389
talk.politics.mideast,5.838968,9.14978,1.0635988
sci.med,5.470424,4.380834,5.6823306
sci.med,7.3247027,4.543956,11.4437475
rec.autos,-6.5260124,-10.198273,8.569698
sci.med,5.2964993,1.6657196,3.4114728
rec.autos,4.5553718,-5.730379,-3.952479
rec.autos,-4.2807126,-3.5556061,0.46702778
rec.autos,10.744781,-10.199951,-1.152434
sci.med,1.9221967,-0.745575,8.667894
rec.sport.baseball,8.700442,1.0479461,-7.815669
comp.graphics,-3.7645905,-14.495528,3.1920266
comp.graphics,-12.470084,-4.431802,0.5050608
talk.politics.mideast,-11.70732,-1.1303793,-6.4491987
rec.sport.baseball,-10.695555,11.777375,4.56232
talk.politics.mideast,-2.484603,8.448091,-3.8225358
rec.autos,-8.535951,-1.4733686,1.7249964
sci.med,1.504237,-1.590099,10.782443
comp.graphics,-5.5437784,-12.315013,2.799475
talk.politics.mideast,-12.388146,21.321035,-4.2551355
sci.med,-10.4077835,19.363197,-1.3887148
talk.politics.mideast,-2.672476,7.5961065,-2.536353
talk.politics.mideast,11.58621,-9.004579,1.3033924
sci.med,-4.454365,10.505985,10.86622
rec.sport.baseball,11.464038,4.101634,-9.4848995
sci.med,7.028206,-0.6836517,15.914642
rec.autos,-2.4665833,-10.191212,0.26850933
rec.sport.baseball,10.578237,1.9693778,-7.3305755
sci.med,-8.470138,16.854908,1.8451974
talk.politics.mideast,10.670621,9.884525,-0.54390574
talk.politics.mideast,-11.546667,9.506877,-2.2377775
comp.graphics,4.379766,-17.00059,0.15756424
sci.med,-9.29892,16.128122,1.2104794
comp.graphics,-5.702088,-2.4802907,-6.4364696
comp.graphics,2.451559,-14.238156,3.1243858
talk.politics.mideast,-8.839573,6.6798887,-3.1977675
comp.graphics,-1.2040846,-14.434988,-2.3594632
talk.politics.mideast,-0.6910039,6.8365474,-3.1474822
rec.autos,-9.958177,1.8672957,0.7193518
sci.med,5.526959,-5.9693775,10.423636
rec.sport.baseball,6.528504,-0.73109496,-10.519745
rec.sport.baseball,9.639863,6.79962,-10.246995
comp.graphics,-19.783546,3.1879542,-0.13937889
rec.autos,-9.440599,-0.43269414,0.7901658
talk.politics.mideast,2.987396,16.88747,-3.5712075
sci.med,-2.0866742,4.9622846,6.969585
talk.politics.mideast,2.0763886,4.0575905,-3.1680412
sci.med,8.942504,7.372584,7.6330976
sci.med,0.93104523,2.174185,12.009827
talk.politics.mideast,5.263369,15.156366,-2.7305315
sci.med,-1.3700278,3.9077592,5.758263
sci.med,7.118374,1.4552711,6.787647
rec.autos,-4.669249,-5.8848896,-2.628517
rec.sport.baseball,9.431908,-4.898984,-1.3961866
comp.graphics,2.3828294,-15.388717,6.0884566
talk.politics.mideast,3.8848627,20.304283,-2.9171028
sci.med,8.09274,-7.3206987,7.070294
sci.med,10.107143,-1.3057551,6.9388294
sci.med,11.3881035,-3.7524323,10.349689
sci.med,7.560794,-0.54153293,-2.2275274
rec.autos,-7.095436,1.7853123,1.8675717
talk.politics.mideast,7.7078776,14.80963,2.9744928
rec.sport.baseball,14.579586,0.14509448,-7.5294604
rec.sport.baseball,6.0963817,-0.8079918,-12.708146
comp.graphics,2.4821877,-20.092794,7.2866387
rec.sport.baseball,-2.1375856,-2.8744848,3.8825471
sci.med,2.9411623,3.7262526,9.168158
comp.graphics,0.9234011,-20.704847,1.7128491
comp.graphics,-11.621436,18.902094,-6.381247
rec.autos,-10.22611,7.6415267,-0.42098552
comp.graphics,-0.7078411,-13.8188,-2.2940195
talk.politics.mideast,-3.4262993,9.513422,-2.8021593
rec.sport.baseball,0.47838113,4.2882924,-7.123387
rec.sport.baseball,-8.2957535,7.48526,-5.8207154
rec.autos,3.4586167,-18.632565,8.2473955
rec.autos,0.7041289,-4.5764203,1.1154555
comp.graphics,-4.457115,-18.23461,3.462438
talk.politics.mideast,11.890465,4.2494707,-0.2775457
talk.politics.mideast,11.305849,12.566412,-1.357196
rec.autos,-4.395858,-7.544794,4.135051
talk.politics.mideast,5.26693,15.213452,-0.46040708
talk.politics.mideast,0.1961672,9.065485,-1.8714477
sci.med,8.895996,-6.825,9.37704
talk.politics.mideast,-4.546277,8.830821,-4.7176795
rec.sport.baseball,13.7863035,0.807227,-6.010061
rec.sport.baseball,-10.046844,7.267323,-4.2688847
sci.med,8.341718,-6.698084,6.2249365
rec.sport.baseball,8.862884,0.59391487,-6.6013083
comp.graphics,0.9973641,-18.90785,0.4076755
rec.sport.baseball,5.612851,-2.2068596,-6.356063
rec.autos,-9.290572,14.772805,-9.29726
talk.politics.mideast,-6.2437105,10.042069,-2.4576678
talk.politics.mideast,1.5659624,10.546897,-5.7363095
comp.graphics,4.1016994,-20.544256,0.94408536
rec.sport.baseball,5.6371574,6.8610463,-8.800262
sci.med,-7.681106,16.806322,4.6522236
rec.sport.baseball,14.990381,2.0466428,-5.9997177
comp.graphics,4.6547523,-17.712387,5.0146685
sci.med,1.9055712,4.1149044,13.285547
rec.autos,4.9231277,-10.75738,0.5746623
talk.politics.mideast,11.204107,2.5871577,1.4120594
rec.autos,-4.109882,-2.563066,12.12774
rec.sport.baseball,1.1272408,5.195576,-7.1485143
rec.sport.baseball,4.1341815,2.2655416,-15.271336
rec.autos,3.2781045,-7.861966,-1.7407271
rec.autos,-2.512598,-5.3537064,10.722926
comp.graphics,-12.982356,1.1730554,0.41601264
rec.autos,-5.1464367,-4.281825,11.726027
comp.graphics,-3.9483447,-16.232525,1.8691972
sci.med,11.009479,0.30352098,11.40539
rec.sport.baseball,4.0602236,3.5071988,-13.324434
rec.sport.baseball,-3.8523126,7.6994166,-10.491777
sci.med,8.056783,-12.229516,2.09226
rec.sport.baseball,-10.2128725,13.294415,-1.8811741
rec.autos,2.0455291,-9.151493,4.1393986
comp.graphics,-13.725869,-8.125959,-1.4458323
rec.sport.baseball,3.7804832,2.9242249,-10.299682
rec.autos,-4.9242463,-4.3359346,2.5243893
comp.graphics,-13.696362,-7.002965,-1.3017187
sci.med,11.495188,1.1048187,7.751321
rec.autos,-6.1050634,3.9349132,2.8606231
comp.graphics,-12.421516,-6.5972657,1.3532025
sci.med,4.6176996,1.960817,16.15023
rec.sport.baseball,2.7364595,4.487575,-10.10938
sci.med,11.496546,4.2485657,8.241936
talk.politics.mideast,2.8439624,17.514383,-2.2616189
rec.autos,-5.30609,-3.3779788,6.793044
talk.politics.mideast,1.2781068,11.399382,-3.5868223
rec.sport.baseball,-11.924915,5.8218594,-7.078493
sci.med,-11.181676,17.480827,-5.8792567
rec.sport.baseball,8.1867695,5.096653,-12.06272
comp.graphics,-9.049739,-8.307921,5.181587
sci.med,5.899412,3.6171098,9.101169
talk.politics.mideast,-1.728704,8.384126,-0.38252604
comp.graphics,-2.4702814,-17.18625,8.909716
comp.graphics,-0.66750836,-17.455917,9.587071
talk.politics.mideast,14.320216,-1.6562257,9.702058
sci.med,3.3072112,6.10001,9.570471
rec.sport.baseball,11.733662,1.8615322,-8.426476
rec.autos,-7.169806,-2.6285026,3.3444202
talk.politics.mideast,-1.9541706,-1.7382418,-6.1220126
sci.med,6.1694717,2.517756,7.0933905
comp.graphics,-0.70233315,-15.331237,-1.9637816
rec.sport.baseball,5.930623,3.833853,-8.145513
comp.graphics,-0.36133194,-13.316501,5.6995745
rec.sport.baseball,-2.1868174,5.081445,-11.521012
comp.graphics,-4.528765,-17.609592,7.1385813
sci.med,-1.4974891,-10.815853,9.905738
rec.autos,-13.760682,7.41672,-0.46383497
sci.med,0.2445147,-1.4974184,9.080575
talk.politics.mideast,8.3651905,-0.07829805,-4.9350367
rec.sport.baseball,6.239742,2.8652904,-8.629389
rec.autos,2.5679235,-11.7962475,4.6007214
comp.graphics,1.7013024,-21.090796,2.2060127
rec.autos,1.7063555,-9.919366,1.89612
comp.graphics,2.460134,-19.392021,4.957253
rec.autos,6.8454723,-6.714196,-0.75867563
talk.politics.mideast,0.5394705,15.223339,-4.056744
rec.sport.baseball,11.633907,3.9575984,-5.0545263
sci.med,3.4566615,-1.8512317,16.379967
rec.autos,-0.6701215,-2.8111603,3.1373796
rec.autos,-6.745621,-3.0544293,-7.1063757
rec.sport.baseball,-4.866471,7.3747897,-9.032663
rec.sport.baseball,13.741661,7.7704897,-9.912949
comp.graphics,-1.1357594,-19.114374,2.1544042
rec.sport.baseball,-1.9880557,1.5697788,-14.62151
sci.med,6.8065443,-13.721141,7.3396997
comp.graphics,4.150439,-11.167966,4.583814
sci.med,8.694893,1.1657635,4.511872
rec.autos,1.3330237,-1.5335857,-9.112855
rec.sport.baseball,2.1048746,-0.0034489585,-4.2218237
rec.autos,1.7829341,-4.234282,1.7519225
rec.autos,0.7792619,-8.221377,-6.535127
rec.sport.baseball,4.851532,0.022224752,-9.654761
rec.sport.baseball,3.2665813,4.905013,-6.885097
talk.politics.mideast,8.621052,11.060899,3.3511496
sci.med,1.8905677,4.1608777,13.363025
comp.graphics,5.308109,-13.974865,-3.0777776
talk.politics.mideast,4.6788807,11.638763,-0.6605505
sci.med,-0.6583145,2.0291834,7.4223437
sci.med,7.651868,2.133016,7.0291452
sci.med,8.664451,-3.3235483,6.8855414
rec.sport.baseball,7.8926477,3.950294,-12.627631
rec.autos,4.033687,-15.856158,-2.3111596
talk.politics.mideast,1.5563822,7.6088376,2.5044546
talk.politics.mideast,8.945392,5.82489,4.660334
comp.graphics,-0.7842621,-15.936829,5.2652674
talk.politics.mideast,3.6451166,7.5614867,-2.1700444
rec.autos,-13.829722,-1.9017172,3.0364935
talk.politics.mideast,-4.4483004,8.901587,-3.1026342
sci.med,8.574002,2.6530602,9.4034
comp.graphics,3.4999917,-11.550583,4.651454
comp.graphics,1.3279077,-11.804156,6.827264
rec.sport.baseball,4.8374887,-1.9525944,-13.879966
talk.politics.mideast,5.3877378,15.003473,5.342539
rec.sport.baseball,-15.805932,-1.8024206,-5.114145
rec.sport.baseball,13.7361,7.762961,-9.91501
rec.sport.baseball,5.946429,0.19667058,-6.291226
sci.med,-2.1403973,3.8244724,10.158714
rec.sport.baseball,2.4593375,6.5437503,-8.739868
talk.politics.mideast,-2.220194,9.547884,-1.7611288
rec.sport.baseball,7.421436,2.2262504,-14.500545
rec.autos,2.606019,-7.753903,0.20482992
talk.politics.mideast,-0.89560246,8.472224,-0.39559925
rec.sport.baseball,1.254151,-3.1441352,-10.969681
rec.autos,-8.248554,14.631345,2.9998047
talk.politics.mideast,0.30067447,10.593687,-11.654662
rec.autos,-8.666959,10.765551,-9.609047
rec.sport.baseball,-8.159558,-2.791683,-9.262371
rec.autos,4.162248,-9.509985,-0.3922703
rec.sport.baseball,7.223901,-4.2285357,-12.62623
rec.sport.baseball,5.872768,7.211847,-11.835213
sci.med,7.3452644,4.503677,11.644375
sci.med,7.377431,0.3836846,9.194478
rec.sport.baseball,9.049561,-12.635383,-1.9584972
talk.politics.mideast,5.5833755,9.778722,-0.76579976
rec.sport.baseball,14.481453,1.8271763,-10.514659
rec.sport.baseball,9.44472,-15.173268,1.3068434
rec.autos,-4.1267753,-3.1098032,-7.890601
sci.med,6.7697153,3.659398,4.1769743
talk.politics.mideast,10.21863,11.276024,0.1516337
comp.graphics,-0.31569764,-19.795977,5.818572
talk.politics.mideast,2.980029,14.035956,-3.9887235
rec.sport.baseball,-3.7583823,1.6780193,-14.053609
rec.sport.baseball,7.7824445,-0.28892037,-7.8057075
rec.autos,8.164481,-7.982679,0.16135821
rec.autos,-2.8621304,-4.9881263,-7.9012656
sci.med,5.8317366,1.0980306,0.26166496
rec.sport.baseball,-10.026612,7.4818425,-4.061156
talk.politics.mideast,7.3688145,9.358335,-0.6267809
sci.med,-3.7293057,0.30833828,8.947754
comp.graphics,0.98900306,-17.41213,0.6641828
rec.autos,-2.9203186,-2.7927544,4.6063952
rec.autos,-0.47628063,-2.3429892,-2.1083903
rec.sport.baseball,6.810096,2.0928605,-13.731917
rec.autos,4.0207505,-11.367584,2.3250196
comp.graphics,-9.790149,-13.316731,6.893133
talk.politics.mideast,14.422022,4.35882,1.1321453
sci.med,-9.673581,18.166224,-2.1616695
